,car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_dollar,car_nick_name,price_class
244,Mahindra KUV 100 NXT G80 K2,46000,Petrol,Manual,1,2018,1198,6,5130.685,Mahindra,low-class
245,Nissan Sunny XL D,28000,Diesel,Manual,1,2017,1461,5,6941.515,Nissan,low-class
246,Honda WR-V SV,24000,Petrol,Manual,1,2020,1199,5,9959.565,Honda,low-class
247,Honda WR-V i-VTEC S,23000,Petrol,Manual,1,2018,1199,5,8329.818000000001,Honda,low-class
248,Honda WR-V i-VTEC VX,24300,Petrol,Manual,1,2018,1199,5,9355.955,Honda,low-class
249,Honda WR-V i-VTEC VX,51000,Petrol,Manual,1,2019,1199,5,9537.038,Honda,low-class
250,Kia Seltos GTX Plus DCT,6000,Petrol,Automatic,1,2020,1353,5,17987.578,Kia,low-class
251,Kia Seltos GTX Plus DCT,12600,Petrol,Automatic,1,2021,1353,5,20824.545000000002,Kia,low-class
252,Jeep Meridian Limited Opt AT 4x4,3500,Diesel,Automatic,1,2022,1956,7,44667.14,Jeep,low-class
253,Hyundai i10 Era,120000,Petrol,Manual,1,2011,1086,5,2776.6059999999998,Hyundai,low-class
254,Hyundai Grand i10 Nios Sportz CNG,5000,Cng,Manual,1,2022,1197,5,9054.15,Hyundai,low-class
255,Hyundai Santro Xing GLS,120000,Petrol,Manual,4,2010,1086,5,1629.747,Hyundai,low-class
256,Honda Jazz V CVT,40000,Petrol,Automatic,1,2018,1199,5,8390.179,Honda,low-class
257,Honda City i-VTEC V,96000,Petrol,Manual,1,2018,1497,5,9476.677,Honda,low-class
258,Honda City 1.5 S MT,67000,Petrol,Manual,2,2010,1497,5,3923.465,Honda,low-class
259,Honda City i-VTEC V,72000,Petrol,Manual,1,2018,1497,5,9537.038,Honda,low-class
260,Hyundai i10 Magna,89000,Petrol,Manual,1,2013,1197,5,3875.1762,Hyundai,low-class
261,Volkswagen Polo Diesel Trendline 1.2L,64000,Diesel,Manual,1,2011,1199,5,3983.826,Volkswagen,low-class
262,Maruti Swift Vdi BSIII,120000,Diesel,Manual,3,2010,1248,5,2414.44,Maruti,low-class
263,Honda Jazz 1.2 SV i VTEC,42000,Petrol,Manual,1,2017,1199,5,6518.988,Honda,low-class
264,Datsun RediGO T,55000,Petrol,Manual,1,2017,799,5,3259.494,Datsun,low-class
265,Hyundai Santro Era Executive BSIV,30000,Petrol,Manual,1,2019,1086,5,5975.7390000000005,Hyundai,low-class
266,Tata Hexa XTA,86500,Diesel,Automatic,2,2017,2179,7,12072.2,Tata,low-class
267,Honda CR-V 2.4L 4WD AT,59000,Petrol,Automatic,1,2014,2354,5,12675.81,Honda,low-class
268,Hyundai EON Era Plus,15000,Petrol,Manual,1,2018,814,5,3742.382,Hyundai,low-class
269,Mahindra Scorpio S7 140 BSIV,70000,Diesel,Manual,1,2019,2179,7,14486.64,Mahindra,low-class
270,Volkswagen Polo ALLSTAR 1.2 MPI,50000,Petrol,Manual,2,2017,1198,5,7243.32,Volkswagen,low-class
271,Chevrolet Cruze LT,110000,Diesel,Manual,1,2012,1991,5,3621.66,Chevrolet,low-class
272,Tata Nexon XMA AMT,13700,Petrol,Automatic,1,2021,1199,5,11166.785,Tata,low-class
273,Maruti Swift VXI BSIV,25000,Petrol,Manual,1,2019,1197,5,6881.154,Maruti,low-class
274,Ford Ecosport Sports Diesel,20000,Diesel,Manual,1,2021,1498,5,13279.42,Ford,low-class
275,Jaguar XF 2.2 Litre Luxury,70000,Diesel,Automatic,2,2014,2179,5,21729.96,Jaguar,low-class
276,Tata Indica TDI LX,35000,Diesel,Manual,3,2013,1405,5,1207.22,Tata,low-class
277,Toyota Fortuner 4X4 Diesel AT,26629,Diesel,Automatic,1,2021,2755,7,52514.07,Toyota,low-class
278,Mercedes-Benz C-Class Progressive C 220d,20000,Diesel,Automatic,1,2019,1950,5,56135.73,Mercedes-Benz,low-class
279,Mercedes-Benz GLC Progressive 220d,33000,Diesel,Automatic,1,2019,2143,5,65129.51900000001,Mercedes-Benz,low-class
280,BMW 3 Series Gran Limousine 330Li M Sport First Edition,25000,Petrol,Automatic,1,2021,1998,5,74545.835,BMW,low-class
281,Audi Q3 30 TDI,55291,Diesel,Manual,1,2017,1968,5,33741.799,Audi,low-class
282,Mercedes-Benz C-Class C 220 CDI Avantgarde,58500,Diesel,Automatic,1,2013,2143,5,19919.13,Mercedes-Benz,low-class
283,Audi Q7 45 TDI Quattro Technology,15000,Diesel,Automatic,1,2018,2967,7,87523.45,Audi,low-class
284,Renault Duster 85PS Diesel RxL Option,90000,Diesel,Manual,1,2014,1461,5,7846.93,Renault,low-class
285,Audi Q3 35 TDI Quattro Premium,64000,Diesel,Automatic,2,2012,1968,5,15693.86,Audi,low-class
286,Maruti Zen LXI,132596,Petrol,Manual,2,2004,993,5,4828.88,Maruti,low-class
287,Maruti Swift VXI BSIII,99673,Petrol,Manual,3,2008,1298,5,1859.1188000000002,Maruti,low-class
288,Tata Nexon EV Prime XZ Plus LUX,24374,Electric,Automatic,1,2021,0,5,5046.1795999999995,Tata,low-class
289,Volkswagen Vento Petrol Highline AT,69828,Petrol,Automatic,3,2011,1598,5,4732.3024,Volkswagen,low-class
290,Maruti Baleno 1.2 Alpha,72820,Petrol,Manual,2,2016,1197,5,7170.8868,Maruti,low-class
291,Mercedes-Benz C-Class Progressive C 220d,20785,Diesel,Automatic,1,2019,1950,5,44956.872800000005,Mercedes-Benz,low-class
292,Maruti Swift Dzire VXI AT Optional,31172,Petrol,Automatic,2,2016,1197,5,7098.4536,Maruti,low-class
293,Hyundai Grand i10 Sportz,24395,Petrol,Manual,1,2016,1197,5,5456.6344,Hyundai,low-class
294,MG Hector Sharp DCT,11050,Petrol,Automatic,1,2021,1451,5,22031.765,MG,low-class
295,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,123394,Diesel,Manual,2,2013,2494,7,9343.882800000001,Toyota,low-class
296,Maruti Swift ZDi,105053,Diesel,Manual,2,2013,1248,5,5082.3962,Maruti,low-class
297,Hyundai i20 Sportz,10283,Petrol,Manual,1,2021,1197,5,10188.9368,Hyundai,low-class
298,Tata Harrier XZ Plus Dark Edition,2443,Diesel,Manual,1,2022,1956,5,26546.767799999998,Tata,low-class
299,Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,2694,7,37423.82,Toyota,low-class
300,Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,2967,5,12011.839,Audi,low-class
301,Mahindra Ssangyong Rexton RX7,72000,Diesel,Automatic,1,2013,2696,7,11770.395,Mahindra,low-class
302,Hyundai i10 Magna 1.1L,38000,Petrol,Manual,1,2011,1086,5,2716.245,Hyundai,low-class
303,Maruti Swift Dzire VXI 1.2 BS IV,65000,Petrol,Manual,1,2019,1197,5,7846.93,Maruti,low-class
304,Audi Q7 45 TDI Quattro Premium Plus,43000,Diesel,Automatic,2,2014,2967,7,22635.375,Audi,low-class
305,Hyundai i10 Sportz 1.1L,52000,Petrol,Manual,2,2014,1086,5,5130.685,Hyundai,low-class
306,Mahindra XUV500 W8 FWD,117000,Diesel,Manual,1,2012,2179,7,8993.789,Mahindra,low-class
307,Hyundai Verna 1.6 VTVT SX Option,84000,Petrol,Manual,1,2016,1591,5,9959.565,Hyundai,low-class
308,Maruti Alto 800 LXI,45080,Petrol,Manual,3,2015,796,5,2462.7288000000003,Maruti,low-class
309,Maruti Eeco 5 Seater AC BSIV,39341,Petrol,Manual,1,2019,1196,5,5673.934,Maruti,low-class
310,Mahindra Scorpio 2.6 Turbo 7 Str,133000,Diesel,Manual,1,2007,2609,8,3983.826,Mahindra,low-class
311,Mahindra e2o T2,54112,Electric,Automatic,1,2014,0,5,3875.1762,Mahindra,low-class
312,Hyundai i20 Sportz Plus BSIV,14824,Petrol,Manual,1,2020,1197,5,9899.204,Hyundai,low-class
313,Honda City i VTEC VX,82500,Petrol,Manual,1,2017,1497,5,11166.785,Honda,low-class
314,Kia Seltos HTK Plus G,17922,Petrol,Manual,1,2020,1497,5,16285.3978,Kia,low-class
315,BMW X7 xDrive 40i,13000,Petrol,Automatic,1,2019,2998,7,1484.8806,BMW,low-class
316,Mitsubishi Pajero Sport 4X4 AT,85000,Diesel,Automatic,1,2015,2477,6,20220.935,Mitsubishi,low-class
317,Hyundai Grand i10 AT Asta,67000,Petrol,Automatic,1,2015,1197,5,6941.515,Hyundai,low-class
318,Honda Jazz V CVT,35000,Petrol,Automatic,1,2018,1199,5,8993.789,Honda,low-class
319,Maruti Alto 800 LXI,53000,Petrol,Manual,1,2016,796,5,4164.909000000001,Maruti,low-class
320,MG Hector Hybrid Sharp MT,598,Petrol,Manual,1,2022,1451,5,25049.815000000002,MG,low-class
321,Maruti Ertiga ZDI Plus,75727,Diesel,Manual,1,2019,1248,7,10768.4024,Maruti,low-class
322,Kia Seltos GTX Plus DCT,7000,Petrol,Automatic,1,2020,1353,5,22816.458,Kia,low-class
323,Maruti Vitara Brezza ZDi Plus Dual Tone,62403,Diesel,Manual,1,2016,1248,5,10357.9476,Maruti,low-class
324,Volkswagen Polo 1.5 TDI Comfortline,44487,Diesel,Manual,2,2014,1498,5,5468.7066,Volkswagen,low-class
325,Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1950,5,47081.58,Mercedes-Benz,low-class
326,Toyota Innova Crysta 2.4 ZX AT,47000,Diesel,Automatic,1,2020,2393,7,34405.770000000004,Toyota,low-class
327,Hyundai i10 Magna 1.1L,31212,Petrol,Manual,1,2008,1086,5,2293.718,Hyundai,low-class
328,Skoda Superb Laurin & klement,17776,Petrol,Automatic,1,2020,1984,5,40622.953,Skoda,low-class
329,Hyundai Verna 1.6 CRDi S,31837,Diesel,Manual,2,2015,1582,5,7943.5076,Hyundai,low-class
330,Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1968,5,31146.276,Audi,low-class
331,Maruti Alto LXi BSIII,78000,Petrol,Manual,2,2006,796,5,1448.664,Maruti,low-class
332,Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,31000,Petrol,Automatic,1,2020,1497,5,14305.557,Ford,low-class
333,Maruti Swift VDI,115986,Diesel,Manual,2,2013,1248,5,4684.0136,Maruti,low-class
334,Toyota Etios G SP,73029,Petrol,Manual,2,2014,1496,5,4732.3024,Toyota,low-class
335,Hyundai Verna 1.6 SX VTVT AT,25000,Petrol,Automatic,2,2013,1591,5,7665.847,Hyundai,low-class
336,Honda Amaze E i-Dtech,74809,Diesel,Manual,1,2013,1498,5,2945.6168,Honda,low-class
337,Hyundai i20 1.2 Magna,33560,Petrol,Manual,1,2011,1197,5,3283.6384000000003,Hyundai,low-class
338,Hyundai i10 Sportz AT,40821,Petrol,Automatic,1,2011,1197,5,3452.6492,Hyundai,low-class
339,Mercedes-Benz C-Class C 220 CDI Celebration Edition,58000,Diesel,Automatic,2,2014,2143,5,19013.715,Mercedes-Benz,low-class
340,Ford Figo Petrol EXI,75991,Petrol,Manual,2,2010,1196,5,1967.7685999999999,Ford,low-class
341,Maruti Swift ZXI ABS,136432,Petrol,Manual,2,2008,1298,5,2148.8516,Maruti,low-class
343,Toyota Innova Crysta 2.8 GX AT 8S BSIV,83000,Diesel,Automatic,2,2016,2755,8,20824.545000000002,Toyota,low-class
344,Hyundai Santro Xing GLS,51915,Petrol,Manual,1,2008,1086,5,1340.0142,Hyundai,low-class
345,Volkswagen Polo GT TSI,63100,Petrol,Automatic,2,2014,1197,5,6639.71,Volkswagen,low-class
346,Mercedes-Benz GLE 250d,54000,Diesel,Automatic,2,2017,2143,5,57946.56,Mercedes-Benz,low-class
347,BMW X1 sDrive20d xLine,9000,Diesel,Automatic,1,2021,1995,5,54928.51,BMW,low-class
348,Hyundai Santro Xing GL Plus,46833,Petrol,Manual,1,2012,1086,5,3923.465,Hyundai,low-class
349,Hyundai Verna 1.6 CRDi EX MT,78744,Diesel,Manual,2,2012,1582,5,6337.905,Hyundai,low-class
350,Maruti Swift VDI BSIV,79542,Diesel,Manual,2,2014,1248,5,5915.378000000001,Maruti,low-class
351,Honda City 1.5 V AT,96000,Petrol,Automatic,2,2010,1497,5,5553.2119999999995,Honda,low-class
352,Kia Sonet GTX Plus Turbo iMT,13000,Petrol,Manual,1,2021,998,5,15995.665,Kia,low-class
353,Maruti Swift VDI BSIV,44521,Diesel,Manual,1,2010,1248,5,4587.436,Maruti,low-class
354,Hyundai Grand i10 1.2 Kappa Sportz Option AT,29927,Petrol,Automatic,2,2017,1197,5,6603.4934,Hyundai,low-class
355,Honda CR-V 2.0L 2WD AT,48019,Petrol,Automatic,1,2017,1997,5,23842.595,Honda,low-class
356,Hyundai Grand i10 Asta Option,27311,Petrol,Manual,2,2017,1197,5,8148.735000000001,Hyundai,low-class
357,Mahindra XUV500 W11 Option AWD,14000,Diesel,Manual,1,2021,2179,7,24748.010000000002,Mahindra,low-class
358,Hyundai i10 Magna 1.2,64640,Petrol,Manual,1,2009,1197,5,3802.743,Hyundai,low-class
359,Honda City i VTEC S,96505,Petrol,Manual,2,2012,1497,5,6024.027800000001,Honda,low-class
360,Toyota Fortuner 2.8 2WD AT BSIV,90479,Diesel,Automatic,1,2018,2755,7,38631.04,Toyota,low-class
361,Hyundai Venue S Opt,3500,Petrol,Manual,1,2022,1197,5,11649.673,Hyundai,low-class
362,Tata Nexon 1.2 Revotron XT,42374,Petrol,Manual,1,2018,1198,5,10321.731000000002,Tata,low-class
363,Maruti Baleno 1.3 Alpha,45879,Diesel,Manual,1,2016,1248,5,8571.262,Maruti,low-class
364,Maruti Ciaz VDi Plus SHVS,120000,Diesel,Manual,2,2016,1248,5,6905.2984,Maruti,low-class
365,Hyundai Grand i10 Asta,89680,Petrol,Manual,2,2015,1197,5,5673.934,Hyundai,low-class
366,BMW 3 Series 320d,99000,Diesel,Automatic,3,2012,1995,5,15392.055,BMW,low-class
367,Maruti Zen VXI,90000,Petrol,Manual,3,1998,993,5,1327.9420000000002,Maruti,low-class
368,BMW X5 xDrive 30d Design Pure Experience 5 Seater,27000,Diesel,Automatic,1,2018,2993,5,72131.395,BMW,low-class
369,Skoda Superb Elegance 2.0 TDI CR AT,79776,Diesel,Automatic,1,2015,1968,5,17685.773,Skoda,low-class
370,Toyota Land Cruiser Prado TX,67000,Diesel,Automatic,1,2011,2982,7,65189.880000000005,Toyota,low-class
371,Skoda Octavia 2.0 TDI MT Style,108000,Diesel,Manual,1,2017,1968,5,17806.495,Skoda,low-class
372,Volkswagen Vento 1.5 TDI Highline BSIV,58000,Diesel,Manual,1,2019,1498,5,11408.229,Volkswagen,low-class
373,Skoda Octavia 1.8 TSI AT L K,32067,Petrol,Automatic,1,2018,1798,5,27464.255,Skoda,low-class
374,Toyota Innova Crysta 2.4 VX MT BSIV,52187,Diesel,Manual,2,2017,2393,7,23540.79,Toyota,low-class
375,BMW 5 Series 530d M Sport,17100,Diesel,Automatic,1,2019,2993,5,70924.175,BMW,low-class
376,MG Hector Plus Sharp DCT,9562,Petrol,Automatic,1,2021,1451,6,23420.068,MG,low-class
377,MG Hector Sharp Diesel MT BSIV,36388,Diesel,Manual,1,2019,1956,5,21850.682,MG,low-class
378,Mercedes-Benz C-Class C 250 CDI Elegance,45000,Diesel,Automatic,2,2011,2143,5,11770.395,Mercedes-Benz,low-class
379,Jeep Compass 2.0 Sport Plus BSIV,36149,Diesel,Manual,1,2019,1956,5,21428.155,Jeep,low-class
380,Kia Seltos GTX Plus,20155,Petrol,Manual,1,2020,1353,5,20462.379,Kia,low-class
381,MG Hector Sharp AT BSIV,51904,Petrol,Automatic,1,2019,1451,5,20220.935,MG,low-class
382,Volkswagen Polo GT TSI,54000,Petrol,Automatic,1,2015,1197,5,8752.345,Volkswagen,low-class
383,Kia Seltos GTX Plus,31727,Petrol,Manual,2,2019,1353,5,18892.993000000002,Kia,low-class
384,Mahindra XUV500 AT W10 FWD,73986,Diesel,Automatic,1,2017,2179,7,17444.328999999998,Mahindra,low-class
385,Kia Sonet 1.5 GTX Plus Diesel,7100,Diesel,Manual,1,2021,1493,5,17202.885000000002,Kia,low-class
386,Kia Sonet GTX Plus Turbo iMT,5397,Petrol,Manual,1,2021,998,5,16840.719,Kia,low-class
387,BMW X3 xDrive 20d Luxury Line,65000,Diesel,Automatic,1,2018,1995,5,59757.39,BMW,low-class
388,Hyundai i20 1.4 Asta Option,90000,Diesel,Manual,1,2017,1396,5,8450.54,Hyundai,low-class
389,Maruti Swift Dzire VXI,80000,Petrol,Manual,2,2013,1197,5,5734.295,Maruti,low-class
390,Volkswagen Polo GT TSI,91000,Petrol,Automatic,2,2015,1197,5,8450.54,Volkswagen,low-class
391,BMW 7 Series 730Ld Sedan,69000,Diesel,Automatic,2,2010,2993,5,28671.475000000002,BMW,low-class
392,Toyota Fortuner 4x2 Manual,89000,Diesel,Manual,2,2014,2982,7,21126.350000000002,Toyota,low-class
393,Hyundai Santa Fe 4X4,95254,Diesel,Manual,1,2013,2199,7,9959.565,Hyundai,low-class
394,Hyundai Creta 1.6 VTVT SX Plus,51000,Petrol,Manual,1,2016,1591,5,12675.81,Hyundai,low-class
395,Hyundai i10 Sportz AT,62000,Petrol,Automatic,2,2014,1197,5,4768.519,Hyundai,low-class
396,Tata Hexa XT,120000,Diesel,Manual,1,2017,2179,7,14909.167,Tata,low-class
397,Tata Harrier XZA Plus Dark Edition AT 2020-2022,2000,Diesel,Automatic,1,2022,1956,5,31085.915,Tata,low-class
398,Volkswagen Polo Cup Edition Comfortline,46000,Petrol,Manual,1,2017,999,5,8269.457,Volkswagen,low-class
399,Maruti Ertiga SHVS ZDI Plus,65000,Diesel,Manual,2,2017,1248,7,11408.229,Maruti,low-class
400,Maruti Alto K10 VXI,22248,Petrol,Manual,1,2017,998,5,5130.685,Maruti,low-class
401,BMW 5 Series 520d Luxury Line,40000,Diesel,Automatic,1,2018,1995,5,51910.46,BMW,low-class
402,Honda City i VTEC S,73000,Petrol,Manual,1,2013,1497,5,6941.515,Honda,low-class
403,Volkswagen Polo GT 1.0 TSI,54000,Petrol,Automatic,1,2021,999,5,13822.669,Volkswagen,low-class
404,Honda Civic 1.8 (E) MT,90000,Petrol,Manual,2,2006,1799,5,3138.7720000000004,Honda,low-class
405,Jeep Compass Model S DCT,15000,Petrol,Automatic,1,2021,1368,5,32896.745,Jeep,low-class
406,Kia Seltos GTX Plus AT D,30000,Diesel,Automatic,1,2021,1493,5,21971.404,Kia,low-class
407,Jaguar XF 2.2 Litre Luxury,26000,Diesel,Automatic,1,2016,2179,5,33741.799,Jaguar,low-class
408,Mahindra Scorpio SLX 2.6 Turbo 7 Str,155000,Diesel,Manual,2,2006,2609,7,4225.27,Mahindra,low-class
409,Mercedes-Benz GLA Class 200 Sport,29366,Petrol,Automatic,1,2019,1991,5,41347.285,Mercedes-Benz,low-class
410,Volkswagen Polo 1.2 MPI Highline,28211,Petrol,Manual,1,2016,1198,5,8148.735000000001,Volkswagen,low-class
411,Kia Seltos GTX DCT,40000,Petrol,Automatic,1,2019,1353,5,20220.935,Kia,low-class
412,BMW 5 Series 520d Luxury Line,54000,Diesel,Automatic,1,2015,1995,5,29576.89,BMW,low-class
413,Mahindra XUV500 W8 2WD,82000,Diesel,Manual,2,2015,2179,7,12374.005000000001,Mahindra,low-class
414,Hyundai Verna 1.6 SX VTVT,117000,Petrol,Manual,1,2011,1591,5,5613.573,Hyundai,low-class
415,Mahindra Scorpio S10 8 Seater,111000,Diesel,Manual,2,2015,2179,8,13581.225,Mahindra,low-class
416,Maruti Swift Dzire AMT ZDI Plus,108000,Diesel,Automatic,1,2018,1248,5,9597.399000000001,Maruti,low-class
417,Maruti Omni 8 Seater BSIV,4000,Petrol,Manual,1,2017,796,5,3983.826,Maruti,low-class
418,Toyota Innova 2.5 V Diesel 7-seater,290000,Diesel,Manual,3,2011,2494,7,8269.457,Toyota,low-class
419,Ford Endeavour 3.2 Titanium AT 4X4,35000,Diesel,Automatic,1,2019,3198,7,43339.198,Ford,low-class
420,MG Hector Sharp DCT,13000,Petrol,Automatic,1,2020,1451,5,21669.599,MG,low-class
421,Ford Freestyle Titanium Petrol BSIV,60000,Petrol,Manual,1,2018,1194,5,5915.378000000001,Ford,low-class
422,Ford Ecosport 1.5 Diesel Titanium Plus,90000,Diesel,Manual,1,2018,1498,5,11770.395,Ford,low-class
423,Mercedes-Benz GLA Class 200 d Sport,16975,Diesel,Automatic,2,2019,2143,5,40743.675,Mercedes-Benz,low-class
424,Hyundai Grand i10 Magna Petrol BSIV,11000,Petrol,Manual,1,2018,1197,5,6941.515,Hyundai,low-class
425,Skoda Rapid 1.5 TDI Style BSIV,59000,Diesel,Manual,1,2018,1498,5,11891.117,Skoda,low-class
426,Maruti Wagon R LXI DUO BSIII,46000,Lpg,Manual,2,2008,1061,5,2716.245,Maruti,low-class
427,Maruti Alto LXi BSII,80000,Petrol,Manual,3,2004,796,5,1629.747,Maruti,low-class
428,Hyundai i20 Petrol Asta Option,25000,Petrol,Manual,1,2019,1197,5,9054.15,Hyundai,low-class
429,Hyundai i20 1.2 Asta,54801,Petrol,Manual,2,2018,1197,5,8752.345,Hyundai,low-class
430,Honda Accord V6 AT,75000,Petrol,Automatic,2,2005,2997,5,2414.44,Honda,low-class
431,Maruti Vitara Brezza ZDi,130000,Diesel,Manual,1,2017,1248,5,10442.453000000001,Maruti,low-class
432,Hyundai Accent Executive,71000,Petrol,Manual,2,2013,1495,5,3742.382,Hyundai,low-class
433,Honda CR-V AT With Sun Roof,70000,Petrol,Automatic,1,2010,1198,5,12072.2,Honda,low-class
434,Hyundai Venue SX iMT,14115,Petrol,Manual,1,2019,998,5,12615.448999999999,Hyundai,low-class
435,Honda Amaze VX Petrol BSIV,30000,Petrol,Manual,2,2019,1199,5,9054.15,Honda,low-class
436,BMW X3 xDrive20d xLine,63170,Diesel,Automatic,1,2017,1995,5,48228.439000000006,BMW,low-class
437,Toyota Corolla Executive (HE),80000,Petrol,Manual,2,2006,1794,5,3561.2990000000004,Toyota,low-class
438,Mercedes-Benz CLA 200 CDI Sport,47253,Diesel,Automatic,1,2018,2143,5,39777.899000000005,Mercedes-Benz,low-class
439,Mahindra Xylo E4,56117,Diesel,Manual,1,2009,2498,7,3561.2990000000004,Mahindra,low-class
440,Mercedes-Benz CLA 200 CDI Sport,14324,Diesel,Automatic,1,2018,2143,5,40985.119000000006,Mercedes-Benz,low-class
441,Mercedes-Benz C-Class C 200 CGI,27600,Petrol,Automatic,1,2018,1991,5,41588.72900000001,Mercedes-Benz,low-class
442,Skoda Octavia 1.8 TSI AT Style,38391,Petrol,Automatic,1,2018,1798,5,23528.7178,Skoda,low-class
443,Audi A4 35 TDI Premium Plus,49000,Diesel,Automatic,1,2018,1968,5,39174.289000000004,Audi,low-class
444,Ford Ecosport 1.5 Diesel Trend Plus BSIV,45000,Diesel,Manual,1,2017,1498,5,9355.955,Ford,low-class
445,Chevrolet Cruze LTZ AT,68000,Diesel,Automatic,2,2014,1998,5,8390.179,Chevrolet,low-class
446,Maruti Baleno 1.3 Alpha,67000,Diesel,Manual,1,2018,1248,5,9959.565,Maruti,low-class
447,Hyundai i20 1.2 Asta,80000,Petrol,Manual,1,2018,1197,5,9355.955,Hyundai,low-class
448,Volkswagen Polo 1.2 MPI Highline,62000,Petrol,Manual,1,2016,1199,5,8148.735000000001,Volkswagen,low-class
449,Tata New Safari Dicor VX 4X2,50000,Diesel,Manual,2,2009,2179,7,3018.05,Tata,low-class
450,Mahindra XUV500 W8 2WD,100000,Diesel,Manual,3,2012,2179,7,8390.179,Mahindra,low-class
451,Honda City GXi,75000,Petrol,Manual,5,2006,1497,5,3319.855,Honda,low-class
452,Mahindra XUV500 W6 2WD,120000,Diesel,Manual,2,2014,2179,7,7846.93,Mahindra,low-class
453,Mercedes-Benz B Class B200 CDI Sport,37000,Diesel,Automatic,2,2016,2143,5,21065.989,Mercedes-Benz,low-class
454,Audi Q3 35 TDI Quattro Premium Plus,64000,Diesel,Automatic,1,2018,1968,5,37423.82,Audi,low-class
455,Toyota Etios Cross 1.4 GD,79000,Diesel,Manual,2,2015,1364,5,8390.179,Toyota,low-class
456,Ford Fiesta 1.4 Duratec ZXI,80000,Petrol,Manual,1,2007,1388,5,2172.996,Ford,low-class
457,Maruti Celerio VXI,14000,Petrol,Manual,1,2014,998,5,5734.295,Maruti,low-class
458,Maruti Celerio ZXI AMT Optional,28217,Petrol,Automatic,2,2018,998,5,6337.905,Maruti,low-class
459,Maruti Wagon R LXI,90000,Petrol,Manual,2,2003,998,5,1690.108,Maruti,low-class
460,Honda City 1.5 GXI,120000,Petrol,Manual,2,2005,999,5,2233.357,Honda,low-class
461,Volkswagen Vento 1.0 TSI Highline Plus,26000,Petrol,Manual,1,2021,2987,5,12615.448999999999,Volkswagen,low-class
462,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,100000,Diesel,Automatic,2,2013,1086,7,36216.6,Mercedes-Benz,low-class
463,Hyundai Santro Sportz BSIV,50000,Petrol,Manual,1,2019,1461,5,6036.1,Hyundai,low-class
464,Renault Duster 85PS Diesel RxS,70000,Diesel,Manual,1,2019,1198,5,10563.175000000001,Renault,low-class
465,Honda Amaze E i-Vtech,80000,Petrol,Manual,3,2016,1196,5,4370.1364,Honda,low-class
466,Ford Figo Petrol EXI,157000,Petrol,Manual,3,2010,2184,5,2172.996,Ford,low-class
467,Mahindra Thar LX 4-Str Hard Top Diesel,15550,Diesel,Manual,1,2021,1248,4,21065.989,Mahindra,low-class
468,Maruti Ertiga SHVS VDI,80000,Diesel,Manual,1,2017,2179,7,9657.76,Maruti,low-class
469,Mahindra XUV500 AT W10 FWD,59432,Diesel,Automatic,1,2017,1598,7,16840.719,Mahindra,low-class
470,Skoda Rapid 1.6 MPI Style BSIV,53047,Petrol,Manual,1,2020,1598,5,12615.448999999999,Skoda,low-class
471,Volkswagen Vento 1.6 Highline,46464,Petrol,Manual,1,2016,998,5,9355.955,Volkswagen,low-class
472,Maruti Zen Estilo VXI BSIII,70000,Petrol,Manual,4,2007,1461,5,1448.664,Maruti,low-class
473,Renault Duster 85PS Diesel RxS,23000,Diesel,Manual,2,2019,2199,5,12977.615,Renault,low-class
474,Kia Carnival Limousine,30000,Diesel,Automatic,1,2020,2143,7,41649.090000000004,Kia,low-class
475,Mercedes-Benz GLC 220d 4MATIC Sport,22000,Diesel,Automatic,1,2018,2596,5,58851.975,Mercedes-Benz,low-class
476,Force Gurkha Xplorer,35000,Diesel,Manual,2,2018,1582,7,11106.423999999999,Force,low-class
477,Hyundai Creta 1.6 CRDi SX,80000,Diesel,Manual,1,2016,1799,5,12675.81,Hyundai,low-class
